#ID	Name
282	fruR
283	ompR
284	relE
285	xylR
286	ynfL
287	alpA
288	decoy12
289	rcnR
290	decoy21
291	ychA
292	yjfJ
293	cspC
294	ybeF
295	rseB
296	yaiW
297	decoy25
298	yjgJ
299	yoeB
300	dpiA
301	hyfR
302	mlrA
303	glnG
304	ybaO
305	fur
306	pspC
307	decoy27
308	yneJ
309	soxS
310	ytfA
311	idnR
312	ybhN
313	arcA
314	yeaM
315	galS
316	rpoS
317	lysR
318	yiaG
319	appY
320	decoy26
321	phnF
322	yhjC
323	soxR
324	decoy29
325	alaS
326	slyA
327	ydcI
328	zur
329	fliA
330	allR
331	stpA
332	relB
333	ihfA
334	cynR
335	ryfA
336	rplK
337	otsB
338	rpsS
339	guaD
340	sufC
341	yccW
342	ilvE
343	paaK
344	ybgH
345	intR
346	ymgD
347	yeeJ
348	rplS
349	trpT
350	deaD
351	ccmA
352	ycaM
353	flgF
354	nfrB
355	dgt
356	ybjK
357	yahN
358	ptrB
359	ydaG
360	add
361	yciC
362	yihO
363	argD
364	ycjT
365	rplR
366	yhiN
367	copA
368	yicC
369	garP
370	frlD
371	afuB
372	yghS
373	yigF
374	yicG
375	yijP
376	yadK
377	yfhA
378	ryeC
379	tag
380	ompG
381	ybbP
382	garK
383	decoy126
384	waaU
385	potH
386	pldA
387	mnmA
388	ydfW
389	intS
390	gapC
391	ypdF
392	yiaO
393	ygjJ
394	polA
395	hda
396	yjaA
397	ydhI
398	modB
399	tsf
400	leuX
401	ydgH
402	csrB
403	menD
404	gloB
405	yfgM
406	yagW
407	tatB
408	entD
409	yfaA
410	poxB
411	yeeU
412	yqhG
413	flhA
414	nlpE
415	ybfK
416	yeeO
417	uxaC
418	cusC
419	hemF
420	mltD
421	mdaB
422	tauB
423	yjgF
424	norV
425	modA
426	yacG
427	gpp
428	cmoB
429	yfdF
430	fieF
431	flgC
432	ldcA
433	acrA
434	ilvB
435	ogrK
436	decoy207
437	mdtD
438	frlA
439	ygbJ
440	yqaE
441	iaaA
442	rsxA
443	mtlD
444	argC
445	rhsA
446	pinH
447	cspH
448	araE
449	wzb
450	uvrB
451	yhbY
452	glgB
453	ygjG
454	fimE
455	yfaQ
456	decoy155
457	gsp
458	gfcA
459	speA
460	nudL
461	exoD
462	ligA
463	alr
464	groS
465	cysA
466	yhdP
467	ykfJ
468	frlC
469	cadA
470	djlC
471	gudD
472	ndk
473	alsK
474	folC
475	dgkA
476	ybiB
477	yphG
478	quuQ
479	yfdM
480	glnQ
481	yadG
482	trpC
483	ypeA
484	yjhC
485	lit
486	ecnA
487	yibF
488	nuoG
489	recO
490	ftsK
491	ygjN
492	ulaD
493	mdtJ
494	yfhM
495	tnaC
496	rseX
497	ydjE
498	ylbG
499	rpsF
500	yoaB
501	yajO
502	mdoC
503	ymgA
504	ddlA
505	truD
506	yecT
507	ftsX
508	yciW
509	elbA
510	dipZ
511	ybfO
512	pepD
513	folP
514	yajL
515	tynA
516	yiaB
517	gmr
518	hslJ
519	purA
520	pitB
521	fumA
522	wbbL
523	leuE
524	yiiS
525	gatZ
526	ygcR
527	yhfX
528	yicR
529	insJ
530	intA
531	decoy181
532	ftsL
533	eutS
534	aceB
535	btuE
536	ykfB
537	yihX
538	wcaB
539	lsrF
540	rhsC
541	ybbA
542	symR
543	decoy31
544	ydhT
545	fiu
546	pps
547	ygfA
548	hypF
549	menF
550	rfaB
551	yqcC
552	yafM
553	ytcA
554	yadD
555	yjbB
556	mraY
557	yhaK
558	acrD
559	yiaC
560	dld
561	phoE
562	msbA
563	gspI
564	lysP
565	aroL
566	pdxK
567	yfaT
568	rsmB
569	rpiA
570	garR
571	mltF
572	rrfA
573	decoy154
574	rimK
575	ftsB
576	yfaD
577	pheT
578	yjcZ
579	kbaY
580	hybF
581	ygfK
582	yfjS
583	yedR
584	uhpB
585	ypjD
586	yghE
587	mdtB
588	ygeN
589	xseA
590	hyfB
591	hsdR
592	moaA
593	ompF
594	decoy161
595	yhbU
596	brnQ
597	insH
598	yggS
599	mtn
600	lysU
601	leuD
602	yfgO
603	ybgF
604	lpxT
605	yhhX
606	ygdT
607	yifK
608	amn
609	yjgA
610	gspC
611	rfaI
612	intZ
613	yafJ
614	cls
615	mppA
616	bfd
617	csrD
618	yhhZ
619	livF
620	rbn
621	cadB
622	gmm
623	yhhJ
624	rlmF
625	ytfI
626	ygcP
627	ygiL
628	ubiC
629	pgsA
630	yagK
631	yciM
632	ftnB
633	exoX
634	rcnA
635	yggX
636	pth
637	yggM
638	decoy116
639	fliS
640	yhaO
641	mdtP
642	yggN
643	ybiP
644	phr
645	iap
646	ybcV
647	abgB
648	queC
649	ybfB
650	livJ
651	ybhU
652	yfbM
653	speC
654	yaiO
655	cysE
656	amiB
657	hflD
658	ahpF
659	cydA
660	decoy120
661	alx
662	tolB
663	ompW
664	ymfR
665	phoQ
666	hdeD
667	yhaH
668	hflX
669	ydcO
670	pagB
671	thrB
672	tfaD
673	gcvT
674	ddlB
675	ychF
676	yobF
677	ygfQ
678	napB
679	ydjL
680	xylE
681	fucU
682	aaaD
683	yohO
684	nuoH
685	ddpA
686	pyrL
687	decoy86
688	nikC
689	abgA
690	speD
691	chbB
692	rimI
693	yhdZ
694	yncL
695	htrL
696	ydiM
697	ybcF
698	yohF
699	yraN
700	metE
701	emrD
702	sdhC
703	yoaF
704	uidA
705	elbB
706	yfgD
707	yhfK
708	yhaM
709	yoaI
710	rnt
711	sokA
712	cmtA
713	mrdA
714	hisP
715	yjjJ
716	rpoA
717	decoy197
718	dsbG
719	eco
720	eutL
721	ymjA
722	yieH
723	decoy94
724	seqA
725	def
726	proC
727	decoy206
728	ybdF
729	lpxP
730	ddpF
731	dsbC
732	yqiB
733	glgS
734	ykgG
735	yafV
736	ybiX
737	decoy47
738	hemC
739	yehR
740	hybE
741	rsxG
742	ygeF
743	yqjK
744	yghG
745	dpiB
746	kefB
747	yhiQ
748	yafS
749	treF
750	yjgM
751	yiiG
752	pauD
753	prc
754	yeaZ
755	secY
756	bcsG
757	yfbR
758	ysaD
759	ycbX
760	ylbH
761	ybcN
762	talB
763	intG
764	iraP
765	rluB
766	yceM
767	ygfZ
768	eutQ
769	cysG
770	prfC
771	ymgC
772	yjcS
773	yggC
774	sufS
775	lpcA
776	ycgR
777	ydiS
778	btuC
779	yadS
780	viaA
781	yjeP
782	xylF
783	ldhA
784	uspA
785	gyrA
786	gpmA
787	ybhK
788	rplI
789	ybcW
790	yqeH
791	astA
792	yaiA
793	ypfM
794	hyfG
795	ykfG
796	micF
797	argG
798	rne
799	puuB
800	sgcC
801	rsgA
802	ypjI
803	decoy71
804	accB
805	nudF
806	yddV
807	efeO
808	idnD
809	fabA
810	rplM
811	rlmB
812	rttR
813	hisQ
814	rffM
815	poxA
816	tehA
817	cysM
818	yehY
819	elaA
820	truC
821	ydiJ
822	sfmD
823	fepB
824	tauD
825	yfcR
826	accA
827	mukB
828	yfcD
829	yraM
830	mgsA
831	decoy34
832	decoy51
833	eutG
834	eutH
835	motB
836	fxsA
837	idnO
838	rna
839	recX
840	ynjH
841	sfmA
842	mmuM
843	ybiY
844	nrdH
845	atpC
846	rraB
847	sodA
848	ryeA
849	yegT
850	uspF
851	isrB
852	ygbE
853	glyA
854	yhdV
855	dcuS
856	infA
857	moaC
858	ygcH
859	yadH
860	rrmJ
861	decoy119
862	uvrY
863	wcaI
864	hcp
865	stfR
866	ybjJ
867	decoy37
868	ybcI
869	ynfE
870	leuS
871	yneH
872	thrV
873	decoy79
874	yqiJ
875	sppA
876	nirD
877	yrbG
878	dinB
879	edd
880	ybbL
881	malZ
882	atpI
883	pgm
884	fliD
885	yggP
886	proX
887	acs
888	yafO
889	omrA
890	leuW
891	rffD
892	cspB
893	yfiR
894	panC
895	trkG
896	aidB
897	hisJ
898	parC
899	ydeU
900	rbfA
901	yebT
902	yahC
903	uidB
904	ycaL
905	mutM
906	hyfF
907	tdcE
908	decoy113
909	yigG
910	mrr
911	flhB
912	ruvB
913	ygiF
914	dhaL
915	rmuC
916	insO
917	yphD
918	holC
919	ydjI
920	yfeC
921	ykfC
922	yfdQ
923	pgaB
924	phnH
925	ydhV
926	symE
927	hyuA
928	yigE
929	dusC
930	oxyS
931	dinI
932	lolA
933	yihR
934	cysU
935	ryhA
936	aldA
937	malS
938	decoy122
939	yjdF
940	decoy45
941	decoy53
942	groL
943	fabH
944	yoaH
945	fhuA
946	fpr
947	purH
948	cyaR
949	ppx
950	rimL
951	rplE
952	kbaZ
953	manA
954	yejA
955	macB
956	fabB
957	cbrC
958	gpsA
959	mokA
960	yggT
961	metH
962	mdlA
963	ymdC
964	emrK
965	sdhA
966	uvrD
967	decoy190
968	yicO
969	ykgO
970	chbG
971	yojI
972	nfsB
973	decoy211
974	gspA
975	nudE
976	ytfL
977	yhjD
978	uup
979	yrbD
980	yecH
981	secF
982	dacA
983	cbrA
984	yfjL
985	ymfM
986	ybhQ
987	eutT
988	rlpA
989	dsdA
990	ygiH
991	yegR
992	dusB
993	yfgF
994	yheV
995	oppC
996	hisF
997	ydcT
998	fixA
999	thrU
1000	cysW
1001	yrdD
1002	oxc
1003	yhdT
1004	proQ
1005	mcrC
1006	yjgH
1007	ybiU
1008	proV
1009	glf
1010	leuU
1011	decoy145
1012	yecN
1013	yhbQ
1014	nei
1015	ylcH
1016	yccX
1017	ygbT
1018	htpG
1019	ilvL
1020	uof
1021	dxr
1022	yidJ
1023	rpsT
1024	dedD
1025	ygaQ
1026	ydcY
1027	ilvC
1028	yedE
1029	tdcD
1030	rpoB
1031	yfjK
1032	yjdL
1033	uxuB
1034	tdcF
1035	icd
1036	tnaB
1037	aaeA
1038	ybeA
1039	betT
1040	yjhV
1041	decoy97
1042	mdlB
1043	yhcG
1044	yodC
1045	tatC
1046	ydgC
1047	nikB
1048	ygcU
1049	rpsO
1050	ycdX
1051	malK
1052	ymcE
1053	yjhX
1054	yciG
1055	yraH
1056	decoy96
1057	rutF
1058	ppiA
1059	rbbA
1060	pmbA
1061	fhuD
1062	gatY
1063	appC
1064	decoy168
1065	kdsA
1066	yhdH
1067	zupT
1068	yfaU
1069	ymfP
1070	xdhB
1071	lyx
1072	lhr
1073	mdtL
1074	ilvN
1075	decoy81
1076	ygdG
1077	yqeJ
1078	ydhA
1079	pqiB
1080	gatD
1081	ymfQ
1082	dacD
1083	recG
1084	ybfQ
1085	yfgI
1086	sohA
1087	livG
1088	decoy82
1089	ppiD
1090	csgE
1091	entA
1092	tff
1093	yhdL
1094	kduI
1095	cfa
1096	ydhP
1097	mgtA
1098	yidX
1099	speE
1100	pflA
1101	nemA
1102	yecS
1103	ampG
1104	citD
1105	scpC
1106	ydfU
1107	ybfC
1108	ais
1109	decoy110
1110	yadN
1111	ytfR
1112	ydhC
1113	ddpX
1114	eno
1115	ydgJ
1116	slp
1117	chpA
1118	ygcJ
1119	yhiD
1120	yqgF
1121	yrbC
1122	yagF
1123	eutB
1124	ybfE
1125	yffO
1126	ygcW
1127	yidD
1128	recE
1129	truA
1130	ygcB
1131	yijE
1132	insZ
1133	melB
1134	ycaR
1135	aspS
1136	decoy48
1137	yjjP
1138	rpsU
1139	yffS
1140	yedP
1141	dtpB
1142	ypjA
1143	speG
1144	ygeG
1145	dcuB
1146	fdhF
1147	yebY
1148	rsd
1149	eutN
1150	decoy105
1151	yhiR
1152	cedA
1153	ybhJ
1154	dam
1155	ydiV
1156	tyrP
1157	cstA
1158	arpA
1159	bioH
1160	dnaC
1161	nadB
1162	decoy163
1163	yiaA
1164	mltA
1165	rzpR
1166	ybiS
1167	ybdL
1168	yajD
1169	yjcF
1170	ruvA
1171	decoy115
1172	yqjE
1173	fabZ
1174	ygiS
1175	ygfO
1176	yfgG
1177	mhpA
1178	eutA
1179	garD
1180	slmA
1181	ppdD
1182	purT
1183	kgtP
1184	rfaS
1185	yhcO
1186	ydiU
1187	ydjK
1188	pgaD
1189	yddB
1190	lacA
1191	yhiM
1192	cmk
1193	ybhO
1194	yfaZ
1195	lldP
1196	yciZ
1197	intD
1198	recF
1199	rpmE
1200	ymfL
1201	yhbO
1202	yjgZ
1203	mog
1204	gshB
1205	ycbU
1206	frc
1207	ybgJ
1208	cspF
1209	fabF
1210	mdtK
1211	ygiD
1212	atoB
1213	cho
1214	yeaU
1215	ybgI
1216	baeS
1217	pepQ
1218	shiA
1219	ksgA
1220	hemG
1221	atoD
1222	purL
1223	yraK
1224	ydfN
1225	yhdU
1226	aqpZ
1227	grxC
1228	yafZ
1229	yffQ
1230	grxA
1231	ycgE
1232	maa
1233	pabA
1234	glyQ
1235	yeeR
1236	narZ
1237	ftsY
1238	msrA
1239	yjfO
1240	decoy160
1241	yfeA
1242	clpA
1243	ybhA
1244	yjjL
1245	yehP
1246	fumC
1247	allC
1248	rsmC
1249	torZ
1250	hlyE
1251	yfbV
1252	pawZ
1253	yeiT
1254	prkB
1255	znuA
1256	argA
1257	ycjN
1258	idi
1259	yihS
1260	yfdI
1261	yebN
1262	setB
1263	secE
1264	ybiO
1265	fkpA
1266	acrB
1267	yacL
1268	ycbC
1269	yagA
1270	pcm
1271	secA
1272	uvrC
1273	sbcC
1274	ymgF
1275	clpP
1276	ttcC
1277	yheO
1278	yjeK
1279	ppdC
1280	ytfE
1281	phnI
1282	rutC
1283	rzpQ
1284	iscA
1285	decoy210
1286	aaeX
1287	decoy183
1288	decoy182
1289	yfgJ
1290	glnH
1291	ybgS
1292	yieP
1293	yieF
1294	eamA
1295	yfaW
1296	yhjK
1297	map
1298	ydgU
1299	anmK
1300	yaeR
1301	yccF
1302	asmA
1303	ybaE
1304	hemX
1305	raiA
1306	yfdP
1307	erpA
1308	tdh
1309	decoy185
1310	rfbX
1311	gspM
1312	mhpT
1313	yahE
1314	mraW
1315	apt
1316	yicE
1317	yjdQ
1318	ansA
1319	yoeA
1320	yqjB
1321	yghR
1322	glmU
1323	cyoE
1324	rbsC
1325	bcsF
1326	rutD
1327	yphA
1328	glnB
1329	yheL
1330	gltK
1331	gutQ
1332	hmp
1333	ycjG
1334	yhdN
1335	rplF
1336	pdxA
1337	decoy147
1338	ybfM
1339	flgN
1340	ugpA
1341	rplN
1342	yejM
1343	yodD
1344	mscS
1345	ytfB
1346	yhbE
1347	barA
1348	secB
1349	yjjZ
1350	yhbJ
1351	ibpA
1352	yehM
1353	yecF
1354	nusG
1355	ulaF
1356	yccE
1357	arnB
1358	decoy195
1359	atoS
1360	dgoK
1361	yhhY
1362	btuR
1363	psrO
1364	yhhQ
1365	purN
1366	rsmF
1367	ispB
1368	cobU
1369	nudJ
1370	argH
1371	yjbF
1372	ycgZ
1373	era
1374	yddA
1375	hepA
1376	nadK
1377	pqqL
1378	tyrS
1379	yhfT
1380	smtA
1381	ylaB
1382	panE
1383	decoy112
1384	yjeI
1385	rihC
1386	decoy143
1387	glxR
1388	yeaJ
1389	yejG
1390	ybbD
1391	katE
1392	fimB
1393	ypaB
1394	hycC
1395	norW
1396	ygeA
1397	ttdA
1398	melA
1399	decoy75
1400	hslV
1401	metG
1402	nhoA
1403	speB
1404	gltB
1405	yehE
1406	hisC
1407	decoy205
1408	flgE
1409	chaA
1410	yeiS
1411	ygfS
1412	ybhL
1413	yagT
1414	lpxC
1415	gltL
1416	decoy204
1417	yiaV
1418	ubiG
1419	yhgE
1420	fucP
1421	rfaL
1422	pyrF
1423	yceA
1424	ydcU
1425	intF
1426	chpS
1427	ssuB
1428	tatD
1429	thiI
1430	ruvC
1431	yjgK
1432	rydB
1433	dnaB
1434	codB
1435	pyrE
1436	yagV
1437	decoy208
1438	yjcC
1439	rpsE
1440	yagU
1441	yjiC
1442	yfjT
1443	nusB
1444	zntA
1445	cdsA
1446	ytjA
1447	ydiY
1448	intE
1449	decoy189
1450	hokE
1451	dnaN
1452	ychM
1453	priA
1454	obgE
1455	ymdE
1456	decoy128
1457	flgD
1458	gabD
1459	suhB
1460	yqgB
1461	pgaC
1462	fliN
1463	fkpB
1464	epd
1465	cld
1466	ymfN
1467	ydiN
1468	rplB
1469	cobS
1470	nudG
1471	ydjA
1472	ydbH
1473	agaC
1474	murI
1475	peaD
1476	yjiL
1477	skp
1478	yjfZ
1479	yeeD
1480	ybaA
1481	greA
1482	dapE
1483	yehC
1484	minE
1485	rutA
1486	yqeK
1487	prfB
1488	yjeE
1489	smg
1490	nudC
1491	dsbA
1492	trpA
1493	yqgE
1494	glmS
1495	ygaC
1496	yfcC
1497	yjiA
1498	glnK
1499	malX
1500	rplP
1501	matC
1502	gspG
1503	fic
1504	visC
1505	narJ
1506	decoy87
1507	lnt
1508	yojO
1509	yfiP
1510	yadC
1511	ydiR
1512	znuC
1513	decoy95
1514	dcm
1515	ompL
1516	yedQ
1517	yicT
1518	mdtG
1519	quuD
1520	glmY
1521	yajQ
1522	sgcB
1523	arnA
1524	yfaY
1525	pspD
1526	gntP
1527	lolE
1528	nudK
1529	murC
1530	gatA
1531	yciO
1532	tdcB
1533	yegI
1534	cutA
1535	hyi
1536	exbD
1537	ssrA
1538	zraS
1539	pflB
1540	fepE
1541	yedD
1542	decoy100
1543	fepG
1544	yajG
1545	carA
1546	rfbD
1547	ydfV
1548	arrD
1549	pyrI
1550	yjgL
1551	mtlA
1552	yabP
1553	mreC
1554	dinG
1555	decoy187
1556	ybcM
1557	yiaN
1558	rhtA
1559	rpsQ
1560	prs
1561	ydaE
1562	puuP
1563	yceG
1564	phoA
1565	rfaD
1566	ftsA
1567	yicN
1568	yddJ
1569	yegV
1570	ykgB
1571	ptsA
1572	ghrA
1573	hybG
1574	ynaK
1575	yhcE
1576	yebB
1577	grxD
1578	msrB
1579	yohK
1580	thrL
1581	hcaC
1582	ygbL
1583	yghF
1584	yadM
1585	osmB
1586	nanE
1587	wcaF
1588	fucI
1589	hycG
1590	yraJ
1591	ynfC
1592	gnsA
1593	yddE
1594	yohN
1595	dmsD
1596	nupX
1597	decoy194
1598	trkH
1599	ygfM
1600	dacC
1601	entF
1602	yjeM
1603	pncB
1604	gudX
1605	aes
1606	vacJ
1607	ynbC
1608	aphA
1609	prfH
1610	decoy127
1611	decoy199
1612	murE
1613	yeeF
1614	fabG
1615	mdtQ
1616	serA
1617	sspA
1618	ylcG
1619	elaB
1620	ybeM
1621	rpsB
1622	ycdZ
1623	ykfF
1624	focB
1625	ybjO
1626	mrdB
1627	yhgA
1628	yqjH
1629	ycbQ
1630	yjgR
1631	frdA
1632	ybgQ
1633	potG
1634	sbmA
1635	yjgP
1636	thiQ
1637	cof
1638	mutL
1639	appA
1640	lpp
1641	yjhQ
1642	bcr
1643	uhpT
1644	cybC
1645	phoU
1646	decoy98
1647	metQ
1648	rybA
1649	cycA
1650	ahpC
1651	yebC
1652	yiiD
1653	glcB
1654	rfaZ
1655	ykiA
1656	yibJ
1657	rarA
1658	yjcH
1659	rfaC
1660	ggt
1661	xerC
1662	ptsG
1663	ynfD
1664	yjbE
1665	yedL
1666	yegH
1667	decoy179
1668	mioC
1669	yiaW
1670	yegQ
1671	decoy117
1672	hisI
1673	tppB
1674	nepI
1675	rnd
1676	ycfT
1677	dnaK
1678	ydfJ
1679	ybfI
1680	yghQ
1681	yheM
1682	cydC
1683	ydjG
1684	decoy63
1685	ydeE
1686	entS
1687	ylaC
1688	yeeS
1689	yliF
1690	fadK
1691	nlpI
1692	rfaG
1693	nrfD
1694	ydbJ
1695	agaD
1696	amiD
1697	mak
1698	mreD
1699	yadE
1700	rffH
1701	rhsE
1702	putP
1703	cpxA
1704	lsrC
1705	nrfC
1706	cybB
1707	yibQ
1708	bdm
1709	emrE
1710	proS
1711	decoy35
1712	wcaA
1713	yeaL
1714	ycaO
1715	agaB
1716	grpE
1717	yfgC
1718	yagR
1719	nanA
1720	ybbM
1721	frwB
1722	yhhM
1723	ydiF
1724	ygfF
1725	yafQ
1726	icdC
1727	alsA
1728	yegW
1729	gmk
1730	nuoL
1731	chaB
1732	chpB
1733	csdA
1734	phnL
1735	yeeW
1736	fldA
1737	yafU
1738	sbcD
1739	yegX
1740	ytfQ
1741	psrD
1742	yjhD
1743	glcF
1744	proM
1745	rph
1746	yjhP
1747	yeaI
1748	fsaB
1749	efp
1750	gsiC
1751	amtB
1752	decoy59
1753	wcaM
1754	yhdE
1755	decoy85
1756	pabB
1757	ybaK
1758	rraA
1759	yfeX
1760	hemE
1761	speF
1762	yebF
1763	acpP
1764	yeaG
1765	tonB
1766	solA
1767	prpB
1768	gatB
1769	ytfK
1770	rfaJ
1771	ydhW
1772	torA
1773	rplW
1774	ygiN
1775	wzc
1776	glnP
1777	fliE
1778	ptsI
1779	ydfP
1780	adk
1781	rseA
1782	efeU
1783	araH
1784	ybeB
1785	emtA
1786	ykgJ
1787	adhP
1788	decoy156
1789	ybiC
1790	thrC
1791	mobA
1792	gatC
1793	yqjG
1794	hisM
1795	xylG
1796	wzyE
1797	ybfP
1798	ygiZ
1799	pflD
1800	macA
1801	yjjG
1802	murQ
1803	dnaQ
1804	decoy213
1805	ycfH
1806	rplV
1807	ybjI
1808	tmk
1809	yggU
1810	ycjD
1811	yaiX
1812	yeaX
1813	phnJ
1814	mntH
1815	cheB
1816	frr
1817	bglB
1818	decoy90
1819	yagM
1820	yihF
1821	yijF
1822	thrT
1823	yfjR
1824	ygcQ
1825	gfcC
1826	yfcL
1827	ugpC
1828	ycaD
1829	arnT
1830	hycB
1831	ydiE
1832	yciQ
1833	ompN
1834	rpsG
1835	srlD
1836	decoy56
1837	pgi
1838	atoA
1839	gspO
1840	yibK
1841	ybbN
1842	gdhA
1843	decoy203
1844	aspA
1845	yehI
1846	hycD
1847	flgI
1848	bioF
1849	nlpC
1850	ydbA
1851	ybhB
1852	btuD
1853	gspL
1854	kefA
1855	ydaU
1856	yncJ
1857	ubiH
1858	sfmC
1859	ycgX
1860	yecA
1861	yieG
1862	ydeJ
1863	ycgV
1864	hcaF
1865	fryC
1866	dinD
1867	eutP
1868	rhaT
1869	yfcQ
1870	ybjX
1871	mhpE
1872	ydgK
1873	agaW
1874	hyaA
1875	ymgJ
1876	yncH
1877	citF
1878	yjjQ
1879	ubiD
1880	gpt
1881	menC
1882	yjfF
1883	pepB
1884	qor
1885	decoy114
1886	fecB
1887	ybaP
1888	ascF
1889	rsmD
1890	ileY
1891	tnaA
1892	ydbC
1893	oppF
1894	yaiY
1895	ycfS
1896	decoy150
1897	argI
1898	ybbY
1899	yeeP
1900	yncG
1901	ygfJ
1902	eutJ
1903	flhE
1904	dnaG
1905	phoR
1906	metA
1907	rygC
1908	mpaA
1909	yfdO
1910	hscB
1911	dsbB
1912	essD
1913	smpA
1914	argS
1915	yfiQ
1916	decoy39
1917	argF
1918	eaeH
1919	yffR
1920	hyfD
1921	kefG
1922	yceH
1923	ybaL
1924	tas
1925	mnmG
1926	yaaA
1927	dps
1928	asr
1929	ybbB
1930	yggR
1931	tus
1932	dinF
1933	yihN
1934	glpG
1935	yeaV
1936	pagP
1937	srlE
1938	ylbF
1939	aaeB
1940	csgF
1941	mazG
1942	minC
1943	wcaJ
1944	hyfA
1945	yfaH
1946	apbE
1947	fsaA
1948	ybgK
1949	emrY
1950	nuoK
1951	yeaQ
1952	osmC
1953	thiC
1954	cusA
1955	yjiK
1956	yihV
1957	frwD
1958	yccT
1959	leuL
1960	ynbB
1961	maeB
1962	mhpF
1963	aroM
1964	yfjO
1965	queA
1966	yahK
1967	yieL
1968	maeA
1969	ilvH
1970	pepT
1971	yoaC
1972	selB
1973	paaI
1974	mhpB
1975	menA
1976	rffG
1977	mdoB
1978	yihD
1979	pppA
1980	ubiA
1981	fdhD
1982	yneN
1983	ycgB
1984	sgcX
1985	tauA
1986	yraP
1987	agaS
1988	yahI
1989	iadA
1990	livH
1991	ydjO
1992	decoy169
1993	astB
1994	yecD
1995	ymfI
1996	sgbU
1997	rnpB
1998	yibT
1999	ycfP
2000	yhcH
2001	arrQ
2002	fdoH
2003	phnE
2004	yiaD
2005	hofP
2006	decoy212
2007	pepE
2008	cusS
2009	wcaK
2010	ymbA
2011	yjjY
2012	yjeT
2013	yaeQ
2014	slyB
2015	rlpB
2016	ybdD
2017	yliI
2018	yfiH
2019	yraI
2020	ydhJ
2021	cynX
2022	yidA
